customer_id,full_name,dob,marital_status,num_children,region
472,Alistair Morton,01/10/1986,Single,0,Northland
473,David Brown,28/04/1985,Single,0,Manawatu-Whanganui
474,Maddison Low,20/03/1948,Married,1,Southland
475,James Baker,10/09/1959,Married,2,Southland
476,Cameron Esson,03/11/1960,Single,2,Northland
477,Hannah Todd-Joe,23/09/1966,Single,1,Canterbury
478,Stephen Skinner-Woolley,18/01/1973,Married,1,Hawke's Bay
479,Anthony Jarvis-Bruce,09/12/2006,Married,1,Wellington
480,Linda Jones,05/05/1968,Married,2,Northland
481,Robyn Ryan,27/03/1973,Single,0,Northland
482,Gavin Edwards,06/07/1981,Married,0,Canterbury
483,Sean Stevens,20/01/1993,Single,0,Southland
484,Tania McGregor,01/04/1973,Married,3,Wellington
485,Carol Jensen,28/09/1958,Single,0,Bay of Plenty
486,Timothy Hopkins,14/03/1951,Married,1,Manawatu-Whanganui
487,Andrew Duncan,27/01/1986,Single,0,Otago
488,Simon McDonald,27/09/1996,Single,1,Taranaki
489,Denise Wood,18/08/2006,Single,0,Otago
490,William Smith-Arnott,13/05/1995,Married,1,Northland
491,Tania Dillon,18/10/1992,Married,2,Auckland
492,Tania Simmons,05/09/1997,Married,1,Waikato
493,Karen Robson,22/11/1965,Married,1,Bay of Plenty
494,Kelly Holdaway,13/08/1951,Married,4,Wellington
495,Rachel Ryan,23/09/1958,Single,0,Wellington
496,Jessica McGregor,18/12/1959,Married,2,Wellington
497,Adrian Simmons,25/08/1984,Single,0,Bay of Plenty
498,Gabrielle Davis,23/07/1960,Single,1,Auckland
499,Sarah Hodson-Woods,05/07/1991,Married,1,Auckland
500,Raymond West-Baxter,27/03/1995,Married,0,Otago
501,Chloe Jennings,04/06/1956,Single,0,Waikato
502,Kathleen Turnbull,18/10/1981,Married,1,Hawke's Bay
503,Kevin Wall,18/12/1949,Single,0,Canterbury
504,Raymond Williamson,29/03/2002,Single,0,Wellington
505,Anthony Simpson,16/10/1959,Single,0,Manawatu-Whanganui
506,Jade Goodwin,12/04/1990,Single,0,Waikato
507,Michelle Smith,14/02/1981,Single,0,Hawke's Bay
508,Alexandra Tapp,08/08/1963,Single,0,Northland
509,Aidan Kendall-Johansen,07/10/1999,Single,0,Northland
510,Thomas Barnett,21/04/1961,Married,0,Auckland
511,Kirsty McPherson-Roberts,30/11/1971,Married,2,Northland
512,Victoria Holland,15/06/1961,Married,3,Southland
513,Gavin Laurenson,23/05/1950,Single,0,Wellington
514,Benjamin Fisher,08/07/1982,Single,0,Otago
515,Michael Kenny,14/07/1950,Single,2,Bay of Plenty
516,Melanie Hughes,16/04/2003,Single,0,Manawatu-Whanganui
517,Tania Adams,28/03/2006,Married,2,Northland
518,Kate Jones-Williams,22/11/2007,Single,0,Waikato
519,Lisa Anderson,11/10/2002,Married,4,Northland
520,William Reynolds,05/02/1996,Married,0,Manawatu-Whanganui
521,Teresa Stevens,14/04/1983,Single,0,Hawke's Bay
522,Sarah Gordon-Alve,25/06/1967,Married,0,Bay of Plenty
523,Robert McIntosh,30/03/1950,Married,0,Southland
524,Andrea Coleman,23/12/2001,Single,0,Auckland
525,Maia Andrew,08/06/1985,Married,1,Southland
526,Amanda Morgan,26/07/1975,Married,2,Auckland
527,Henry Burke,17/04/1974,Single,1,Northland
528,Michelle Thompson-Gore,19/03/1999,Married,2,Bay of Plenty
529,Benjamin Simpson,02/05/1993,Married,2,Waikato
530,Peter Oliver,27/02/1952,Single,0,Otago
531,Tyler Rogers,18/09/1996,Married,0,Waikato
532,Caleb Edwards,14/06/1975,Married,1,Southland
533,Kelly Harris,02/01/1951,Single,0,Southland
534,Aroha Todd,25/12/1966,Married,2,Canterbury
535,Gareth Gordon,02/09/1950,Married,1,Southland
536,Susan Meads,30/10/1983,Single,0,Bay of Plenty
537,Nicholas Evans,17/03/1963,Single,0,Auckland
538,Joshua Brown-Nicholson,24/07/1973,Married,1,Canterbury
539,Renee Price,08/09/1961,Married,0,Bay of Plenty
540,Lynette Davis,08/03/1952,Single,0,Manawatu-Whanganui
541,Aaron Black-Carroll,04/10/1970,Married,0,Canterbury
542,Hazel McPherson,25/05/2003,Married,2,Otago
543,Caroline Marshall-Huddleston,29/07/1958,Single,0,Bay of Plenty
544,Christine Kennedy,16/08/1966,Single,0,Bay of Plenty
545,Wendy Maxwell,30/01/1967,Married,3,Northland
546,Ryan Powell-Thomas,11/04/1983,Married,3,Bay of Plenty
547,Tiare Henderson-Gibbs,27/09/1946,Married,2,Otago
548,Tracey Wood,10/03/1999,Single,0,Northland
549,Ryan Leslie,30/09/1972,Married,3,Canterbury
550,Carolyn Johnston,06/02/1962,Single,0,Waikato
551,Paul Doyle,09/12/1949,Single,1,Southland
552,Kate Dixon-McCallum,16/07/2007,Single,2,Taranaki
553,Leah Eaton,16/05/1969,Single,0,Manawatu-Whanganui
554,Lynette Mortimer,07/05/1952,Single,0,Taranaki
555,Michael Gibson,07/12/1988,Single,0,Otago
556,Lucas Curtis,30/11/1988,Single,0,Southland
557,Wendy Wilton,16/08/1945,Married,0,Manawatu-Whanganui
558,Darryl Prentice-Freeman,13/09/1991,Married,2,Otago
559,Jesse Olsen,18/06/1997,Single,0,Waikato
560,Natasha Simpson-Jacques,04/10/1977,Single,0,Hawke's Bay
561,Jamie Boniface-Thomas,04/08/1994,Married,2,Taranaki
562,Grace McLean,25/12/1958,Married,1,Hawke's Bay
563,Helen Scott,14/01/1994,Single,0,Wellington
564,Hannah Stevens,15/01/2000,Single,0,Northland
565,Alan Larsen,07/05/1952,Single,1,Bay of Plenty
566,Toby Hoare,08/01/1980,Single,0,Wellington
567,Charlotte Higgins,07/05/1976,Married,0,Auckland
568,Mary Edwards,20/08/1989,Married,1,Northland
569,Amanda Bishop,02/05/1958,Single,0,Waikato
570,Joanne Smith-Reid,06/11/1963,Single,1,Canterbury
571,Mark Porter,10/06/1981,Single,0,Otago
572,Hannah Holland,04/10/1962,Married,2,Taranaki
573,Kirsty O'Neill,12/07/1985,Single,0,Canterbury
574,Jasmine Thomas-Clarke,24/01/1976,Married,2,Southland
575,Russell Newton,23/02/1965,Single,0,Northland
576,Anne Stewart-Campbell,08/09/1965,Single,0,Bay of Plenty
577,Jack Turner,05/05/1971,Married,0,Otago
578,Caroline Gill-Edwards,25/02/1988,Married,0,Northland
579,Lindsay West,15/06/1954,Single,1,Otago
580,Sarah Gore,21/10/2003,Married,0,Southland
581,Joseph Davis,12/01/1971,Married,1,Southland
582,Mia Sinclair,14/05/1978,Single,0,Manawatu-Whanganui
583,Kathleen Thompson,03/01/1947,Married,0,Wellington
584,Gareth Morgan,28/06/1981,Single,1,Northland
585,Richard Rose,23/06/1997,Married,0,Waikato
586,Lesley Thomas,04/09/1952,Single,0,Hawke's Bay
587,Sara Barnes,19/11/2000,Married,3,Auckland
588,Phoenix Gardner,11/10/1959,Single,0,Waikato
589,Peter Woods,01/10/1961,Married,4,Hawke's Bay
590,John Phillips,25/06/2000,Married,0,Taranaki
591,Shirley Thomas,26/02/2000,Married,0,Waikato
592,Ross Forrest,06/10/1968,Married,2,Waikato
593,Maureen Evans-Martin,19/12/1958,Single,0,Canterbury
594,Luke Bartlett,09/07/1985,Married,2,Hawke's Bay
595,Graham Low,05/08/1964,Single,0,Canterbury
596,Wayne Lee-Bowden,18/05/2000,Single,2,Taranaki
597,William Tait,06/06/2007,Married,0,Canterbury
598,Simon Jackson-Lamb,23/11/1961,Married,0,Auckland
599,Sarah Nolan,03/12/1990,Married,0,Otago
600,Casey Vercoe,18/08/1987,Married,2,Waikato
601,Julie Armstrong,18/10/2004,Married,1,Auckland
602,James Simonsen,06/03/1992,Single,0,Auckland
603,Valerie Patchett,27/01/1945,Married,0,Manawatu-Whanganui
604,Peter Holland,06/02/1990,Single,0,Wellington
605,Shannon Leslie,21/12/1971,Single,0,Otago
606,Sarah Cresswell,16/11/1966,Married,1,Wellington
607,Leanne Stewart,30/11/2002,Married,1,Waikato
608,Summer Pritchard,12/01/1948,Single,1,Auckland
609,Alice McFarlane,28/08/1955,Married,2,Southland
610,Aaliyah Twidle,03/09/1958,Single,0,Northland
611,Stephen Johnston,29/05/2004,Single,0,Auckland
612,Michael Neal,18/03/1970,Married,0,Northland
613,Andrew Poole,23/04/1994,Single,0,Manawatu-Whanganui
614,Jason Scott,20/05/1951,Single,0,Northland
615,Jonathan Stewart,19/04/1960,Married,2,Northland
616,Alexandra Dillon,05/07/2000,Single,0,Wellington
617,Nicola Sullivan,26/06/1960,Married,1,Canterbury
618,Peter Harris,25/03/1966,Married,0,Bay of Plenty
619,Cameron Middleton-Wratt,19/12/1953,Married,1,Hawke's Bay
620,Anthony McGregor,09/06/1986,Single,0,Otago
621,Jeremy Barr,25/08/1987,Single,0,Hawke's Bay
622,Thomas Dunn,04/01/1975,Single,0,Northland
623,Steven Martin,15/04/1953,Married,1,Manawatu-Whanganui
624,Holly Wilton,27/09/1998,Single,0,Wellington
625,Edward Thompson,25/07/1982,Married,2,Southland
626,Olivia Morris-Claridge,24/09/1946,Single,1,Taranaki
627,Daniel Stratford-McDonald,26/07/1971,Single,0,Waikato
628,Riley Guy,11/03/1961,Married,1,Waikato
629,Beverley Hodson,28/04/1985,Single,0,Northland
630,Stephanie Smith,24/06/1969,Married,1,Wellington
631,Jacob Wall,18/07/1973,Married,1,Otago
632,Natalie Pritchard,30/04/1997,Married,2,Otago
633,Mark Smith,03/08/1959,Married,3,Southland
634,Warren Kennedy,26/05/1964,Married,3,Wellington
635,Rebecca Grant,12/04/1972,Single,0,Wellington
636,Laura Simpson,05/08/1950,Married,0,Wellington
637,Karl Cameron,23/11/1999,Married,2,Otago
638,Harmony Reynolds,04/11/1996,Married,2,Taranaki
639,George Davidson,05/07/2002,Single,0,Taranaki
640,David Broughan,18/10/1952,Married,1,Southland
641,Maree Lewis-Hubbard,23/04/1995,Single,0,Otago
642,Adam Martin,05/09/1945,Married,2,Manawatu-Whanganui
643,Vanessa McLeod,10/03/1998,Married,2,Auckland
644,Christopher Jackson-Findlay,13/03/1963,Single,1,Hawke's Bay
645,Richard Anderson,30/10/1999,Single,0,Wellington
646,Kevin Allen-Learmonth,11/08/1987,Married,1,Waikato
647,Julie Price,26/11/1978,Married,0,Northland
648,Isaac Russell,28/11/1951,Single,0,Wellington
649,David Allan,26/11/1947,Single,0,Taranaki
650,Andrew O'Sullivan,12/07/2007,Married,1,Bay of Plenty
651,Todd Davison,12/07/1982,Married,1,Manawatu-Whanganui
652,Diane Parker,25/03/2007,Single,0,Hawke's Bay
653,Emma Williams,11/04/1970,Single,0,Southland
654,Mikayla Taylor,04/02/1960,Married,1,Hawke's Bay
655,Wayne Brown,21/07/1976,Single,1,Bay of Plenty
656,Grant Simmons-Smith,24/07/1958,Married,0,Bay of Plenty
657,Renee Giles-Jensen,19/12/1969,Married,2,Bay of Plenty
658,Tui Terry,01/10/1994,Single,1,Otago
659,Charles Procter,14/07/1946,Single,0,Canterbury
660,Helen Wallis,06/08/2004,Married,1,Manawatu-Whanganui
661,Abby Fitzgerald,06/09/2002,Married,0,Southland
662,Bradley Tapp-Baker,22/05/1978,Single,2,Wellington
663,Paul Scott,07/08/2007,Married,2,Waikato
664,Jessica York,08/02/1976,Married,1,Northland
665,Mark McCallum,08/04/1988,Single,0,Otago
666,Mark Brown,26/12/1989,Married,1,Otago
667,Gabriel Mann,27/05/1999,Married,2,Hawke's Bay
668,Hannah Knight,27/12/1949,Married,1,Auckland
669,Richard Nielsen,25/06/1955,Married,0,Hawke's Bay
670,John Davies,13/02/1953,Married,0,Wellington
671,Vivienne Wood,20/11/1965,Single,0,Southland
672,Sebastian Scott-Bull,10/08/1965,Single,0,Hawke's Bay
673,Amy Potter-Patchett,11/02/1951,Single,0,Bay of Plenty
674,William Black,27/03/1948,Single,0,Taranaki
675,Dennis Cairns-Anderson,04/06/1972,Single,0,Manawatu-Whanganui
676,Pippa Parker,07/05/1976,Single,0,Southland
677,Brian Brown,18/01/1998,Married,2,Northland
678,Craig Dixon,10/08/1991,Married,1,Bay of Plenty
679,Mark Carter,18/03/2000,Single,0,Manawatu-Whanganui
680,Te Ariki Ward,12/11/1988,Married,4,Auckland
681,Benjamin Hopkins,14/12/1999,Single,0,Bay of Plenty
682,Andrew Lloyd,03/05/1956,Married,3,Canterbury
683,Sandra Black,29/11/1946,Single,0,Bay of Plenty
684,Christina Reid,22/08/1957,Married,1,Auckland
685,Jesse Moore-Bishop,22/11/1986,Married,1,Manawatu-Whanganui
686,Joshua Gilmore-Webster,16/11/1950,Married,0,Manawatu-Whanganui
687,Caroline Ward,08/02/2005,Married,1,Waikato
688,Michael Trask,30/12/1998,Single,0,Southland
689,Renee Lucas,17/12/1981,Married,2,Wellington
690,Suzanne Brooks,03/05/1971,Single,0,Auckland
691,Alexander Nelson,25/11/1946,Married,1,Northland
692,Anthony Corbett-Tapp,01/02/1997,Single,1,Otago
693,Zachary Harris,09/08/1989,Single,0,Hawke's Bay
694,Kyle Flood-Drake,24/11/1996,Married,1,Southland
695,Scarlett McNabb-Gibson,05/01/2002,Married,1,Wellington
696,David Ryan,18/02/1995,Married,1,Otago
697,Tania Anderson,30/07/1992,Single,0,Hawke's Bay
698,Lisa McGregor-McDonald,20/01/2000,Married,1,Otago
699,Glenda Burns,18/01/1951,Single,0,Wellington
700,Mathew Smith,07/06/1977,Married,0,Hawke's Bay
701,Tania Cameron,14/10/1953,Married,1,Wellington
702,Thomas Franklin,04/12/1966,Married,1,Bay of Plenty
703,Charles Marfell,18/07/1954,Married,2,Waikato
704,Scott Gullery,03/11/1949,Single,0,Canterbury
705,Lucy Wells,10/11/1966,Married,0,Southland
706,Peter Coleman,29/05/1988,Married,0,Taranaki
707,Christina Enright,07/02/1992,Single,0,Otago
708,Diane Forrest,02/11/1956,Single,0,Southland
709,Peter Wallace-Gray,10/01/1945,Married,2,Waikato
710,Jasmine Farland-Ching,09/02/1947,Single,0,Bay of Plenty
711,Hannah Dawick-Watt,07/06/1988,Married,0,Hawke's Bay
712,Tony Turner,17/08/1995,Single,0,Southland
713,Harrison Ryan,13/03/1988,Married,0,Southland
714,Judith Roberts,20/11/1961,Married,1,Hawke's Bay
715,Hayden Baldwin,05/12/1993,Single,0,Northland
716,Jacob Perano,23/03/1956,Married,2,Hawke's Bay
717,Stacey Phillips,13/06/1970,Married,1,Hawke's Bay
718,Robyn Boyd,03/07/1996,Married,1,Southland
719,Christopher Williams,17/06/2002,Single,0,Northland
720,Alan Carter-Harris,01/03/1968,Married,0,Northland
721,Charlotte Williams,08/01/2006,Married,1,Bay of Plenty
722,Lynette Andrew,03/10/1977,Married,1,Otago
723,Jason Woods,26/03/1986,Single,0,Bay of Plenty
724,Andrew Hughes,01/11/1957,Single,0,Auckland
725,Olivia Nash,16/12/1962,Married,0,Bay of Plenty
726,Gary Scott-Powell,23/04/1982,Single,0,Wellington
727,Andrew Smith,14/11/1950,Single,0,Taranaki
728,Kate Scott-Wood,02/05/1988,Married,1,Hawke's Bay
729,Jonathan Thomas,26/04/1998,Married,1,Auckland
730,Kathryn Morton,09/02/1951,Married,1,Hawke's Bay
731,Janine Gardiner,11/11/1970,Single,0,Otago
732,Jesse Allen,21/07/1976,Married,1,Taranaki
733,Samuel McMillan,11/03/1955,Married,0,Auckland
734,Benjamin Larsen,01/10/1981,Single,0,Otago
735,Dianne Taylor-Gordon,19/06/1980,Married,4,Wellington
736,Natasha Webby,17/11/1983,Married,1,Canterbury
737,Gemma Black,06/01/2003,Married,0,Northland
738,Joshua Boyle,18/05/1999,Single,2,Taranaki
739,Catherine Kay-Ferguson,12/04/1956,Single,0,Canterbury
740,Bruce Grant,24/05/1991,Married,1,Bay of Plenty
741,Te Ariki Watts,31/08/2001,Single,0,Otago
742,Graeme Hawkins-Bull,30/10/1950,Single,0,Auckland
743,Jennifer Webb,14/09/1963,Married,2,Southland
744,Tania Smith,26/07/1992,Single,0,Otago
745,Kim Currie-Day,28/12/1954,Single,0,Southland
746,Lucy Ching-Harris,04/02/1952,Single,0,Bay of Plenty
747,Riley MacPherson,18/10/2004,Single,0,Southland
748,Emily Coley,31/10/1983,Married,3,Hawke's Bay
749,Amelia Morgan,11/09/1954,Single,1,Otago
750,Naomi Dixon-Black,19/09/2004,Single,0,Southland
751,Andrew Shaw,08/03/1963,Married,0,Otago
752,Gregory Guy,24/01/1966,Married,1,Southland
753,Sharon Donald,13/01/2004,Married,2,Manawatu-Whanganui
754,Gavin MacKay,30/07/1997,Married,0,Wellington
755,Peter Rodgers-Thompson,18/12/1974,Married,1,Manawatu-Whanganui
756,Pauline Horton,02/12/2003,Married,1,Otago
757,Keith Hart,29/01/1966,Married,2,Southland
758,Jennifer Ellery,01/08/1980,Single,0,Southland
759,Clinton Waghorn,26/07/1958,Single,1,Wellington
760,Allan Jones,06/06/1969,Married,1,Manawatu-Whanganui
761,Edward Edmonds,12/04/1979,Single,0,Auckland
762,Nicholas Green,02/03/1978,Married,1,Canterbury
763,Christine Paul,03/11/1984,Single,1,Otago
764,Helen Stubbs,05/07/1962,Single,1,Northland
765,Ethan O'Brien,29/12/1955,Single,0,Canterbury
766,Shane Nicol,09/01/1991,Single,0,Bay of Plenty
767,Michael Lee-Jeffries,20/02/1997,Married,2,Wellington
768,Jonathan Stewart,09/09/1956,Single,0,Taranaki
769,David Griffiths,10/09/1965,Single,0,Taranaki
770,Jason Duncan-Phillips,20/01/1962,Single,0,Otago
771,Georgia Woolley,05/05/1987,Married,2,Hawke's Bay
772,Ava Carr-Beattie,16/04/2002,Married,0,Manawatu-Whanganui
773,Melissa Griffiths,20/03/1965,Married,0,Canterbury
774,Jordan Wells,21/09/1963,Single,0,Hawke's Bay
775,Shelley Carter,18/04/1993,Single,0,Canterbury
776,Craig Pope-Green,08/10/1948,Single,0,Auckland
777,Michelle Read,27/12/1993,Single,0,Southland
778,Tui Carter,22/05/1973,Married,2,Northland
779,Paula Greer,01/11/1983,Married,1,Northland
780,Pamela Bailey,15/04/1981,Married,0,Waikato
781,Susan Joe,06/06/1979,Single,0,Northland
782,Scott Willis,26/03/1957,Married,3,Waikato
783,John Hoare,03/04/1994,Married,1,Hawke's Bay
784,Warren Bowden,10/06/1989,Single,2,Northland
785,Henry MacKay,20/10/1965,Married,2,Manawatu-Whanganui
786,Jade Nielsen,18/06/1976,Married,1,Manawatu-Whanganui
787,Andrea Bright,24/05/1984,Married,3,Waikato
788,Jonathan Davis,22/01/1953,Single,0,Canterbury
789,Kylie Williamson,02/03/2004,Single,1,Auckland
790,Tama Larsen,27/08/1983,Married,1,Otago
791,Glenn McCarthy,29/11/1997,Single,0,Wellington
792,Hayley Street,26/03/1966,Married,2,Taranaki
793,Aaron Morgan,14/09/1996,Single,1,Bay of Plenty
794,Mark Hart,04/05/1998,Single,0,Canterbury
795,Bryan Nicholson,16/02/1974,Single,0,Taranaki
796,Wendy Gill,22/06/1947,Married,0,Manawatu-Whanganui
797,Peter Kemp,09/08/2005,Single,0,Waikato
798,Claudia Lawson,21/07/1987,Married,2,Otago
799,David Zimmerman,22/02/1966,Single,1,Manawatu-Whanganui
800,Jacob Forrest,09/04/1956,Married,0,Taranaki
801,Gary Morrison,08/06/1994,Married,1,Manawatu-Whanganui
802,Kimberley Nicholson-Gilchrist,04/01/1954,Single,2,Otago
803,Isabella McDonald,14/08/2006,Married,0,Otago
804,David Hawkins,01/11/1953,Married,3,Southland
805,Mark Evans,07/11/1969,Married,1,Canterbury
806,Jack Spencer,22/05/1997,Single,0,Bay of Plenty
807,Anahera Godfrey-Beattie,19/05/1989,Single,1,Northland
808,Nigel Pedersen,13/10/1970,Married,2,Canterbury
809,Ella Kenny,21/11/1958,Married,2,Northland
810,Gavin Beattie,27/12/1989,Single,0,Auckland
811,Max Judd-Pedersen,21/01/2006,Single,1,Auckland
812,Olivia Thomas,30/08/1952,Married,0,Canterbury
813,Danielle Ward,20/10/1962,Married,1,Hawke's Bay
814,Hunter Perry,27/10/1955,Single,0,Wellington
815,Katie Wood,12/08/1977,Married,2,Waikato
816,Aaron Jellyman,14/08/2006,Married,1,Auckland
817,Michelle Moore-Scott,23/09/1979,Married,0,Southland
818,Taylor Curtis,27/12/1975,Married,2,Northland
819,John Harris-Gray,04/08/1947,Married,0,Northland
820,Ruby Davies,01/03/1995,Married,1,Auckland
821,Sean Neilson,25/07/1945,Married,1,Hawke's Bay
822,Grant Stratton,22/03/1987,Married,0,Canterbury
823,Jack Larsen,26/08/1952,Married,0,Auckland
824,Victoria Knight,26/02/1971,Married,1,Waikato
825,Ruby Robson,19/02/1999,Single,0,Canterbury
826,Caleb Hawkins,13/05/2002,Married,2,Wellington
827,Jamie Bradley,02/07/1999,Married,1,Otago
828,Christine Fisher,23/04/1969,Single,0,Taranaki
829,Shannon Bruce,25/05/1994,Single,0,Taranaki
830,Tania Thomas,22/11/1972,Married,1,Manawatu-Whanganui
831,Anthony Coley,30/09/1945,Single,1,Auckland
832,Rebecca Boyd,10/05/1983,Single,0,Otago
833,Kim Hyde,23/12/1986,Married,0,Auckland
834,Michelle Parker,07/06/1968,Married,1,Wellington
835,Catherine Humphrey,11/08/2005,Single,0,Southland
836,Adam Stace,23/04/1979,Single,0,Hawke's Bay
837,Sonia Williams,12/05/1978,Single,0,Otago
838,Grant Murphy,27/05/1979,Married,0,Otago
839,Melanie Jamieson,23/11/1960,Married,1,Southland
840,Judith Osborne,23/11/1950,Married,0,Southland
841,Grace Murdoch,15/08/1995,Single,0,Northland
842,Bradley Williamson,26/10/1982,Single,0,Canterbury
843,Sam Flood,12/01/1987,Single,0,Northland
844,Stephen McGregor-Woods,14/12/1975,Single,0,Waikato
845,Sarah Pollard,12/05/2002,Married,0,Waikato
846,Linda Healy,06/02/1977,Single,1,Otago
847,Olivia Thomas,29/07/1996,Single,1,Taranaki
848,Aaron Gibson,10/01/1988,Single,0,Taranaki
849,Kim Kenny,08/01/1948,Married,1,Auckland
850,Carolyn McIntyre,03/01/1994,Married,2,Waikato
851,Dean Davis,14/02/1953,Married,0,Auckland
852,John Findlay,06/09/1993,Married,2,Otago
853,Phillip Jones,31/12/1987,Married,0,Otago
854,Brooke Reed-Holland,03/01/1985,Single,0,Manawatu-Whanganui
855,William Smith,02/01/1995,Single,0,Manawatu-Whanganui
856,Toni Wall,08/10/1977,Married,1,Canterbury
857,Nikau Hansen,20/05/2000,Single,0,Northland
858,Jacob Ball,21/12/2004,Married,1,Taranaki
859,Sophie Pedersen,07/05/1986,Married,0,Wellington
860,Edward Buick,03/12/1964,Single,0,Wellington
861,Cameron Davey,24/03/2005,Single,0,Canterbury
862,Gemma Judd,24/06/2003,Single,0,Otago
863,Maureen Ward,19/05/1987,Married,0,Otago
864,Nicholas Blackwell-Stewart,31/03/1993,Single,0,Bay of Plenty
865,Joshua Pike,04/11/1966,Single,0,Manawatu-Whanganui
866,Quinn McGregor,25/07/1984,Single,0,Northland
867,Mila Stratton,28/03/1981,Single,0,Auckland
868,Samantha McLeod,17/08/1946,Married,2,Otago
869,Andrew Taylor,27/01/1963,Married,1,Manawatu-Whanganui
870,Kauri Chandler,14/11/1954,Single,0,Auckland
871,Daniel Butler-Lucas,15/09/1975,Married,0,Southland
872,Sienna Giles-Jeffries,05/06/1995,Married,1,Taranaki
873,Janine Carr,17/02/1999,Single,0,Southland
874,Nikau Jones-Fisher,02/04/1973,Single,0,Auckland
875,Wendy Taylor,07/07/1995,Single,0,Hawke's Bay
876,Matthew Ellery,12/02/2004,Married,2,Northland
877,Thomas Marfell,22/12/1988,Single,0,Wellington
878,Leanne Holmes-Terry,27/01/1958,Married,0,Southland
879,Christine Casey,18/08/1957,Married,1,Manawatu-Whanganui
880,Brittany Jones,25/11/1963,Married,3,Auckland
881,Bryan Greig-Russell,27/05/1967,Single,0,Southland
882,Andrew Mayo,10/07/1985,Single,0,Otago
883,Sarah Stevens-Doyle,06/05/1982,Married,1,Wellington
884,Riley Ryan,16/11/1959,Married,1,Taranaki
885,Anita Fletcher,18/03/1973,Married,1,Otago
886,Jennifer Phillips,07/01/2005,Single,0,Waikato
887,Hayley Morrison,15/02/1996,Married,3,Auckland
888,Karyn Hope,02/02/1996,Single,0,Northland
889,Brett Matthews,05/04/1961,Single,0,Taranaki
890,Tania Jensen-Jones,05/03/2005,Single,0,Bay of Plenty
891,Tania Faulkner,01/03/1971,Married,2,Waikato
892,Paige Smith,29/01/1980,Married,4,Bay of Plenty
893,Kelsey Allan,12/01/1978,Single,0,Northland
894,Steven Davis-Lee,09/06/1951,Married,0,Canterbury
895,Kylie Poole,02/04/1959,Married,2,Northland
896,Shaun Rush,24/12/1951,Single,0,Northland
897,Sarah Booker,10/05/1995,Married,4,Southland
898,Melissa Buckley,25/09/1995,Single,1,Otago
899,Alex McIntyre,26/06/1947,Single,0,Wellington
900,Andrew Jennings,19/11/1982,Married,1,Bay of Plenty
901,Sandra Ingram-Sinclair,09/08/1975,Married,2,Canterbury
902,Joanne Smith,21/09/1990,Single,0,Southland
903,Aimee Parkes,17/03/1949,Married,0,Otago
904,Amy Jefferies-Lucas,15/02/1979,Single,0,Wellington
905,Robert Johnston-Thompson,24/12/1996,Married,4,Canterbury
906,Jenna Morton,28/02/1977,Single,0,Northland
907,Diana Prentice,15/02/1999,Married,0,Taranaki
908,William Turner-O'Donnell,11/02/2007,Single,0,Northland
909,Vicki Smith,07/06/2004,Single,0,Taranaki
910,Brian Smith,04/07/1985,Single,0,Wellington
911,Leanne Thompson,14/03/1959,Married,0,Manawatu-Whanganui
912,Deborah Drew,06/11/2002,Single,2,Northland
913,Christopher Cook,16/09/2001,Single,0,Manawatu-Whanganui
914,Brett Jellyman,06/07/1983,Married,2,Wellington
915,Karen Little,07/09/1964,Married,0,Otago
916,David Ward,31/05/1984,Single,0,Northland
917,Isabella Jellyman,12/11/1960,Single,0,Taranaki
918,Matthew Bowden-Ryan,28/07/1975,Married,1,Taranaki
919,Michelle Pike-Simpson,25/06/1983,Married,1,Canterbury
920,Victoria Evans,21/03/1966,Married,2,Canterbury
921,Paul Spencer,25/09/1963,Married,1,Auckland
922,Nicholas Hughes,26/07/1977,Married,2,Taranaki
923,Isabella Jenkins,12/06/1982,Single,0,Canterbury
924,Michael Thompson,01/01/1964,Married,0,Waikato
925,Daisy Sowman,19/07/1987,Married,1,Taranaki
926,Steven Linton,21/11/1987,Married,2,Wellington
927,Louise Griffin-MacDonald,27/05/1947,Married,0,Southland
928,Leslie Love-Crawford,28/08/1997,Single,1,Bay of Plenty
929,Jasmine Reed,10/01/1985,Married,0,Bay of Plenty
930,Caleb Kerr-Scott,31/08/1969,Single,0,Wellington
931,Murray Jefferies,16/10/1999,Single,0,Canterbury
932,Phillip Turner,28/09/1955,Single,0,Hawke's Bay
933,Tracy Herd-Eglinton,26/12/1994,Married,0,Southland
934,Tracey Jones,21/09/1996,Single,0,Hawke's Bay
935,Anthony Gardiner,27/10/1947,Single,0,Hawke's Bay
936,Kenneth Flood,26/04/1971,Single,0,Auckland
937,Sophie Jones,14/01/1989,Single,0,Southland
938,Oscar Woolley,12/05/2001,Married,2,Bay of Plenty
939,Mark Harper-Duncan,31/08/1970,Married,2,Hawke's Bay
940,Mia O'Keefe-Pope,07/07/1970,Married,1,Southland
941,Jennifer Rasmussen,20/05/1968,Married,0,Southland
942,Stephanie Smith,05/12/2004,Single,0,Southland
943,Cheryl Williams,10/09/1988,Married,3,Northland
944,Charles Hart,15/11/1985,Married,0,Southland
945,Murray Day,18/05/1967,Single,0,Northland
946,Jordan Webster,31/03/1959,Single,0,Auckland
947,Michael Perry,27/06/1961,Single,0,Manawatu-Whanganui
948,Marcus Bell,30/09/1987,Married,1,Waikato
949,Steven Moore,23/03/1956,Single,0,Canterbury
