customer_id,region_id,full_name,date_of_birth,marital_status
1264,11,Awhina Rossiter,1997-12-06,Married
1265,11,Kim McLeod,1986-06-12,Married
1266,3,Jonathan Hubbard,1990-06-09,Married
1267,11,Ruby Davies,1948-07-09,Married
1268,2,Rebecca Weston,1979-10-26,Married
1269,11,Patricia Currie-Whittaker,1999-04-01,Single
1270,11,Christopher Dillon-Todd,1965-08-15,Married
1271,1,Emily Hills-Boyd,1983-11-30,Single
1272,5,Ronald Parsons-Morris,1950-07-18,Married
1273,8,Anna North,1962-01-30,Married
1274,1,Erin Davison-Smith,1952-07-09,Married
1275,10,Thomas Giles,1989-10-14,Single
1276,6,Samantha Carter,1992-08-13,Single
1277,3,Christine Lane,1947-03-08,Married
1278,2,William MacKenzie,2000-11-06,Married
1279,5,Rachael Williamson,1971-01-02,Married
1280,6,Paige Evans,1984-03-31,Married
1281,7,Andrea Allen,2000-09-12,Single
1282,3,Christopher Kennedy,1965-06-09,Married
1283,4,Donna Chandler,1971-06-23,Single
1284,3,Carl Paul-Smith,1999-03-10,Single
1285,9,Monique Boniface,1991-05-26,Single
1286,6,Thomas Collis,2002-05-19,Married
1287,9,Tania Gee-Graham,1963-02-08,Single
1288,9,Michael Olsen-Middleton,1995-11-27,Married
1289,5,Rebecca Rowe-O'Donnell,1957-03-04,Married
1290,3,Alexandra Smith,1949-07-21,Married
1291,5,Ashleigh Harris,1975-04-11,Married
1292,8,Paul Neal,1947-04-01,Married
1293,5,Ariana Bary-Fitzgerald,2001-10-13,Married
1294,6,Megan Tucker-Campbell,2003-03-18,Married
1295,2,Jack Bishell,1989-01-07,Single
1296,8,Steven Dillon,1962-03-03,Single
1297,2,Michelle Williams,1975-10-15,Married
1298,3,Nevaeh Donaldson,1997-05-03,Married
1299,4,Christopher Williams-Walsh,1970-12-24,Married
1300,11,Tia Carter,2000-03-29,Married
1301,11,Jeremy Burns,1958-08-02,Married
1302,7,Christine Cox,1954-09-20,Single
1303,9,Denise Alexander,1974-12-24,Single
1304,6,Bradley Williams-Harper,1961-12-25,Single
1305,2,Alison Holdaway,1989-05-11,Single
1306,7,Tony Costello,1963-01-23,Single
1307,1,Susan Stevenson,1980-01-01,Married
1308,5,Kate Jamieson,1994-06-15,Single
1309,9,Lee Smith,1991-11-01,Single
1310,2,Bronwyn Pearson,1969-05-09,Single
1311,8,James Vercoe-Vincent,1951-02-06,Married
1312,6,Sharon Harrison,2002-03-04,Married
1313,11,Michael Gray-Jones,1971-01-27,Single
1314,11,Gary Olsen,1952-03-12,Single
1315,5,Kathleen Hewitt,1974-09-26,Single
1316,10,Cameron Davis,1993-11-28,Single
1317,7,Joseph Brown,1981-09-18,Single
1318,11,Joshua Ching-Hayes,1946-01-18,Single
1319,6,Angela Butcher,1947-11-05,Married
1320,2,Daniel Woods,1980-07-12,Married
1321,11,Catherine Dick,1949-10-31,Single
1322,4,Joseph Smith,1987-01-04,Married
1323,8,Oliver Stewart,1956-08-26,Married
1324,1,Taylor Simmonds,1951-07-21,Single
1325,10,Chloe Gibbons-Shailer,1952-03-01,Single
1326,9,Lynne Dunn,1949-03-23,Married
1327,6,Heather Potter,1995-02-23,Married
1328,10,Hannah Logan,1984-02-15,Single
1329,4,Graeme Ching,1959-06-10,Single
1330,11,Mark Graham,1953-02-23,Single
1331,2,Phillip Evans,1970-02-07,Married
1332,11,Jeffrey Foote,1947-09-13,Single
1333,8,Robert Vercoe,1970-07-11,Married
1334,5,Adrian Hamilton,1945-05-12,Single
1335,11,Timothy O'Leary,1985-05-02,Married
1336,7,Nicola Gifford,1977-04-28,Married
1337,2,Daniel O'Neill,1980-07-11,Single
1338,3,Elizabeth Gray,1991-12-31,Single
1339,1,Christine Kerr-Kemp,1987-08-11,Married
1340,1,Jessica Freeman,1957-12-27,Married
1341,5,Zoe Gore,2003-08-22,Married
1342,8,Kelly Francis,1987-07-24,Single
1343,2,Edward Davis,1999-02-20,Single
1344,2,Katie Hart,1947-11-12,Married
1345,4,Evie Nicholson,1967-09-05,Married
1346,9,Amy Hoare,1981-07-01,Single
1347,3,Riley Fuller,1952-10-29,Married
1348,7,Paul Howard,1967-02-11,Married
1349,8,Peter Banks,1960-08-02,Married
1350,6,Graham Harris,1995-02-18,Single
1351,11,Jack Cook,1976-12-24,Married
1352,9,Andrea Coleman,1959-08-22,Single
1353,7,Christine Richards,1976-01-30,Single
1354,10,Michael Learmonth,1958-09-09,Single
1355,3,Alexander Wong,1964-01-10,Married
1356,7,Sean Holland,1956-07-31,Married
1357,11,Diana Wallace,1955-08-07,Single
1358,2,Susan Boyd-Simmons,1960-07-24,Single
1359,8,Sharon West,1959-08-29,Married
1360,10,Sarah Murphy,1994-08-10,Single
1361,7,David Nicholson,1960-01-24,Married
1362,5,Thomas Banks,1973-05-11,Single
1363,1,Tai Sowman,1979-03-30,Married
1364,6,Kylie Webster,1999-03-27,Married
1365,4,John Green,1982-12-08,Single
1366,8,Noah O'Connor,1959-10-07,Single
1367,8,Gabrielle Nicol,1951-02-08,Married
1368,4,Michelle Bell,1976-03-08,Married
1369,6,Amanda Fowler-Mercer,2004-06-02,Single
1370,2,Christine Prouse,1987-08-02,Single
1371,11,Shane Brown,1991-12-08,Single
1372,6,Amber Rush,1963-04-16,Married
1373,9,Layla Jennings-Butcher,1950-06-10,Single
1374,11,Paula Taylor,1990-11-03,Single
1375,6,Brent O'Sullivan,1987-01-23,Married
1376,1,Jacqueline Robson,1992-11-23,Married
1377,7,Nicole Cameron,1967-09-21,Married
1378,5,Brenda Webster,1996-02-14,Married
1379,4,Philip Manning,1966-09-27,Single
1380,2,Joshua Grant-Taylor,1970-04-20,Married
1381,8,Kathleen Berry,1953-04-12,Married
1382,2,Monique Elliott,1964-10-26,Single
1383,11,Jacqueline Johansen-Rutherford,1949-05-25,Single
1384,4,Annette Olsen,1957-02-05,Married
1385,11,Brendon Morgan,1992-05-14,Married
1386,11,Catherine Cameron,1987-08-14,Married
1387,10,Jamie Casey-Orr,1977-03-06,Married
1388,1,Judith Curtis,1964-10-07,Married
1389,1,Alan Trask,2001-09-30,Married
1390,6,Jessica Larsen,1988-11-22,Single
1391,4,Lynette Drummond,2002-03-22,Married
1392,3,Julie Sutton,1998-08-24,Single
1393,10,Robert Adams,1970-03-28,Married
1394,4,Charles Morris,1956-04-01,Married
1395,2,Paul Morris,1956-11-11,Single
1396,9,Christopher Thomas,1966-06-23,Single
1397,4,Jeremy Gardiner,1958-11-22,Single
1398,10,Nathan Meads,1954-12-31,Single
1399,4,Lauren Bell,1965-06-14,Married
1400,4,James Hodson,1954-10-28,Married
1401,6,Charlotte Frost,1982-02-04,Single
1402,3,Melissa Wallace,1964-08-26,Single
1403,10,Michelle Porter-Ireland,1975-01-06,Single
1404,1,Peter Bowden,1954-06-02,Married
1405,5,Bridget Smith,1986-12-14,Single
1406,3,Isabella Webb,1986-04-25,Married
1407,3,Mark Cook,1997-02-17,Single
1408,9,Alan Atkinson,1975-03-30,Married
1409,5,Zachary Powell,1978-04-22,Single
1410,3,Maia Croad-Gillies,1969-07-02,Married
1411,2,Paul McEwen,1971-03-16,Married
1412,11,Ethan Clarke,1975-04-02,Married
1413,1,Daniel Lyons,1995-05-23,Single
1414,3,Fiona Wills,1973-10-09,Married
1415,1,Carolyn Reynolds,1950-10-15,Single
1416,6,Geoffrey Aberhart,1980-09-04,Married
1417,4,Tony Bradley,1970-07-02,Married
1418,10,James Mortimer,1973-02-19,Married
1419,6,Karen Sutton,1954-04-01,Married
1420,1,Samuel McKay,1978-04-25,Married
1421,3,Samuel Johnston-Higgins,1976-06-20,Married
1422,5,Robert Simpson,1965-05-10,Married
1423,1,Brooke Dawson,1964-07-04,Single
1424,3,Joseph Hyde,1961-08-02,Married
1425,7,Regan Cox,1949-06-21,Married
1426,9,Louise Rose,2004-01-08,Single
1427,2,Yvonne Shailer,1970-04-29,Married
1428,2,Alison Carter-Greer,1954-11-16,Single
1429,8,Sophie Martin,1956-01-17,Married
1430,8,Ian Burgess-Robert,1948-03-30,Married
1431,6,Kevin Webby-Lee,1997-02-01,Married
1432,9,Regan Waters,1956-04-21,Single
1433,10,Sophia Humphrey,1991-07-17,Single
1434,2,Nicholas McIntosh-Scott,1984-05-27,Married
1435,8,Adam Pope,1970-04-25,Married
1436,9,Jessica Blackwell,1956-01-10,Single
1437,4,Christopher Cook,1957-10-02,Married
1438,10,Natasha Moody-Gilbert,1993-06-02,Single
1439,1,Jared Sixtus,1952-11-11,Single
1440,11,Jordan Davies,1969-08-08,Married
1441,9,Stephanie Todd,1996-11-22,Married
1442,5,Paul Anderson,2000-05-12,Married
1443,8,Bruce Pike,1991-10-02,Married
1444,11,Bruce Stewart-Williams,1991-12-10,Married
1445,1,Barry Stone,1996-06-19,Single
1446,1,Craig Anderson,1989-10-30,Single
2176,11,Emma Burgess,1950-08-14,Single
1447,8,Angela Campbell-Neal,1949-06-09,Single
1448,7,Phillip Maxwell,1985-11-18,Married
1449,7,Susan Edwards-Clarke,1951-02-09,Married
1450,11,Warren Matthews-Bell,1978-12-31,Married
1451,2,Elizabeth Harper-Harris,1984-04-09,Single
1452,8,Kevin McCarthy,1964-02-10,Single
1453,8,Addison Forbes,1959-06-30,Married
1454,2,Jacqueline Forrest,1974-11-06,Single
1455,2,Connor Gibson,1970-10-06,Single
1456,6,Karl Sinclair,1996-09-28,Married
1457,10,John Rowe,1978-09-02,Married
1458,3,Nicole Freeman,1947-09-11,Single
1459,2,Kathryn O'Brien,1976-01-10,Married
1460,3,Nicholas Browne-Bailey,1972-08-24,Single
1461,5,Claire Brown,2002-03-01,Married
1462,10,Christine Love,1978-05-21,Single
1463,11,James McLeod,1990-12-19,Single
1464,10,Campbell Dixon,1985-02-12,Married
1465,9,Anthony Learmonth,1967-12-22,Married
1466,6,Sarah Jamieson-Mason,1973-10-31,Married
1467,7,Emma George,1984-07-12,Single
1468,10,Phillip Reeves-Croad,1969-02-28,Single
1469,9,Valerie Tanner-Carr,1954-12-17,Single
1470,5,Barbara Neal,1978-10-08,Single
1471,8,Alexander Eden,2001-06-07,Married
1472,9,Monique Hardie,1970-12-20,Married
1473,10,Charlotte May,1951-06-27,Single
1474,7,Murray Rowe,1978-06-04,Single
1475,2,Garry Hodson,1979-04-13,Single
1476,2,Helen Gleeson,1982-02-16,Married
1477,11,Rawiri Burrell,1953-01-14,Married
1478,11,Grace Boyce,1976-03-17,Married
1479,9,Cole Herd,1997-12-19,Married
1480,4,Joseph Stewart,1993-08-20,Married
1481,7,Raewyn Wong,1978-04-24,Married
1482,8,Natalie Osborne,1977-04-25,Single
1483,4,Justin Olsen,1978-08-05,Single
1484,7,Maria Clarke,1964-04-14,Single
1485,6,Alexander Jones,2001-11-19,Married
1486,8,Samantha Greig,1997-01-01,Married
1487,7,Jane McEwen,1969-04-01,Single
1488,7,Angela Jensen,1960-11-23,Married
1489,2,Mark Ingram-Brown,1965-09-05,Single
1490,6,Chloe Atkinson,1947-06-23,Married
1491,7,Lisa Carpenter,1963-01-27,Single
1492,6,Luna Skinner,1970-08-20,Married
1493,11,Hannah Scott,1978-03-01,Single
1494,5,Gregory Brooks,1996-12-24,Married
1495,6,Cheyenne Stevens,1974-08-07,Single
1496,3,Megan Hoskins,1950-01-21,Married
1497,11,Finn Jones,1983-12-16,Single
1498,8,Max Twidle,1993-10-08,Married
1499,2,Mark Morgan,1983-06-23,Single
1500,2,Joanna Matthews,1950-02-23,Single
1501,2,Joshua Stevens-Clifford,1966-04-03,Single
1502,2,Jennifer Parsons,1975-10-10,Married
1503,7,Christine Smith,1992-10-16,Single
1504,2,Mark MacDonald,2000-12-30,Single
1505,6,Emma Collis,1999-12-24,Single
1506,3,Toni Hawkins,1949-01-02,Single
1507,9,Ian Moore,1955-03-04,Single
1508,1,Scott Perry-Gullery,1949-04-25,Single
1509,10,Scott Roberts,1964-06-18,Single
1510,9,Dean Ball,1972-07-19,Single
1511,9,Charles Smith,1999-03-03,Married
1512,6,Katherine Corbett,1973-08-25,Married
1513,11,Daniel Morgan,1946-11-30,Single
1514,2,Micheal Gray-Rees,1994-02-04,Married
1515,7,Andrew Alve,1966-04-17,Single
1516,6,Simon Boyle-Sinclair,1969-08-30,Single
1517,11,James Wallis,2002-04-12,Single
1518,7,Brent Whyte,1953-02-20,Married
1519,1,Trinity Orr-Neal,1951-01-27,Single
1520,5,Bronwyn Best-Patchett,1984-09-10,Married
1521,10,Sally MacKay,1973-09-15,Single
1522,5,Brendan MacDonald,1963-08-12,Married
1523,6,Ella Bradley,1978-04-19,Single
1524,2,Nicola Thomas,1982-01-25,Single
1525,10,Natalie Buick,2004-10-10,Married
1526,9,Karyn Barnes,1965-11-25,Married
1527,4,Amber Giles-Paterson,1948-08-25,Married
1528,3,David O'Brien,1988-05-30,Single
1529,11,Susan Donald,1981-05-01,Single
1530,8,Janine Horn,1971-09-03,Married
1531,4,Benjamin Booth-Baker,1959-04-01,Married
1532,2,Mary Bruce,1997-02-08,Married
1533,6,Robyn Morgan,1950-05-19,Single
1534,9,Karen Williamson,2002-03-04,Single
1535,6,Sophie Sheridan,2001-01-11,Married
1536,2,Joshua Clarke-Davey,2000-04-13,Married
1537,5,Julie Smith,1948-06-22,Single
1538,10,Michael Eaton,1954-03-11,Single
1539,4,Danielle Jenkins,1984-02-11,Married
1540,7,Christopher Pickering,1997-03-01,Married
1541,9,Scott Gilchrist,1998-11-14,Single
1542,10,Kate Whyte,1962-09-02,Married
1543,10,Sarah Porter-Ward,1973-02-19,Married
1544,11,James Duncan,2001-09-24,Married
1545,11,Alan Smith,1982-12-09,Single
1546,9,Mary Fairhall-Hoskins,1958-06-03,Single
1547,1,Andrew Goodwin,1985-10-14,Married
1548,10,Benjamin Barnes,1983-07-13,Married
1549,11,Paul Nicholson,1975-10-21,Married
1550,5,Brittany George,1957-11-24,Single
1551,1,Peter Gill-Kelly,1958-12-28,Married
1552,3,Tane Miller,1991-01-05,Single
1553,5,Christine Gifford,1946-11-21,Married
1554,5,David Ford-Parker,1984-08-06,Married
1555,6,Anne Weston,2004-03-25,Single
1556,6,Natasha George,1993-02-20,Married
1557,1,Ella Scott-Taylor,1967-08-01,Married
1558,3,Suzanne Irving,1990-07-30,Married
1559,3,Aaron Fletcher,1970-11-08,Single
1560,10,Michelle Stewart,1983-01-03,Married
1561,11,Christine Hansen-Cox,1968-01-05,Married
1562,7,Benjamin Dean,1974-05-23,Single
1563,2,Brett Jones-Jackson,2004-03-31,Married
1564,3,Taylor Miller,2004-08-09,Married
1565,11,Sarah Forsyth-Pope,1974-08-02,Married
1566,1,Paula Burns,1955-03-23,Married
1567,2,Andrea Moore,1960-07-28,Single
1568,9,John Bell,1976-09-19,Married
1569,4,Tane Laing,1947-09-15,Single
1570,7,Kora Hope,1976-01-30,Single
1571,7,Scott Law,1953-05-06,Single
1572,8,Daniel Morris,2001-09-30,Married
1573,6,Sandra McGregor,1990-01-21,Married
1574,3,Mark Hanson,1980-09-22,Single
1575,6,Christine Arnold-Parker,1978-10-29,Single
1576,5,Stephen Smith,1991-04-18,Single
1577,6,James Bradley,1952-02-24,Single
1578,10,Alexander Lloyd,1993-02-02,Married
1579,10,Julie Robert,1985-05-14,Single
1580,2,Grant Jones,1987-04-13,Single
1581,1,Tracy Lyon,1999-03-03,Single
1582,3,Daniel Jones,1988-09-23,Single
1583,3,Ruby MacKay,1982-03-01,Married
1584,10,Ariana Russell,1961-04-08,Single
1585,1,Aria Rees,1956-01-07,Single
1586,11,Evie Wratt,1989-06-09,Married
1587,2,Gary Seymour,1995-01-03,Married
1588,5,Caitlyn Dawson-McGrath,1979-10-26,Married
1589,8,Judith Gordon,1963-03-15,Married
1590,11,Jillian Blake-Hardy,1986-09-14,Single
1591,7,Mary Scott,1979-11-12,Married
1592,8,Molly Nicol,1993-06-29,Married
1593,10,Kirsty Nicol,1950-08-24,Married
1594,8,Joanne Gillespie,1977-06-07,Married
1595,7,Manaaki Chandler,1965-05-16,Married
1596,5,Joanna Wong,1982-06-05,Married
1597,4,Karl Buchanan,1973-01-13,Married
1598,9,Michelle Wong,1962-03-04,Married
1599,2,Mark Griffin-Smith,1995-04-28,Married
1600,6,Christine Henderson,1971-09-03,Single
1601,7,Jamie Marfell,1966-04-18,Married
1602,2,Rachel Ferguson,1999-11-26,Single
1603,5,Wendy Pearce,1957-09-01,Married
1604,11,Barry Perrin,1962-07-30,Married
1605,11,Jayden Smith,1971-10-22,Single
1606,10,Christopher Sullivan,1992-01-03,Married
1607,8,Paige Johnston-Kendall,1986-11-25,Married
1608,9,Sally Thompson,1954-02-15,Married
1609,11,Brent Smith,1957-09-27,Married
1610,5,Jordan Moore,1961-05-20,Married
1611,1,Colleen Stevens,1976-06-19,Single
1612,4,Jessie Thomas,1955-04-21,Married
1613,7,Violet Chapman,2003-06-10,Single
1614,10,Elizabeth Wallace-Long,1971-08-03,Single
1615,1,Alana Peters,1993-06-16,Married
1616,1,Shannon Drake,1985-06-23,Single
1617,4,Waimarie Anderson,1972-02-17,Single
1618,5,Lynette Watt,1991-02-11,Single
1619,4,Paul Lane,1973-08-24,Single
1620,3,Lily Roberts,1989-01-17,Single
1621,5,Bridget Munro,1988-11-25,Married
1622,5,Nicola Smith,1964-07-12,Married
1623,6,John Davidson,1979-06-23,Single
1624,2,Suzanne Wells-Davey,2002-04-05,Married
1625,1,Caitlyn Morrison,1993-05-04,Single
1626,8,Sarah Johansen,1994-12-02,Married
1627,7,Ruby Franklin,1987-03-31,Married
1628,3,Nigel Thompson-Burton,1956-09-21,Married
1629,3,Matthew Harris,1973-03-28,Married
1630,7,David Freeman-Love,1969-05-06,Single
1631,9,Molly Gray,2003-06-02,Married
1632,4,Roger Wells,1952-09-07,Single
1633,9,Brian Bailey,1962-06-23,Single
1634,9,Rebecca Hook,1982-11-01,Married
1635,11,Seth Rowland,1986-01-19,Married
1636,6,Patrick Forsyth,1974-09-22,Single
1637,2,Zachary Findlay,1986-06-02,Single
1638,7,Amy Mitchell,1987-10-18,Married
1639,1,Thomas Hart,1964-10-22,Married
1640,7,Rachel Hodson,2004-03-02,Single
1641,1,Michael Graham,1954-04-22,Married
1642,8,Jeffrey Day,1997-04-06,Married
1643,2,Samuel Crawford,1964-06-11,Married
1644,6,Benjamin Richards,1996-04-18,Single
1645,10,Mary Jensen,1996-03-09,Married
1646,7,Jessie Adams,1999-06-29,Single
1647,10,Tania Banks,2002-12-08,Married
1648,7,Tracey Saunders,1997-05-04,Single
1649,11,Tracey Thompson,1966-05-09,Married
1650,7,Jayden Powell,1947-06-15,Married
1651,5,Stuart Taylor,1987-11-29,Single
1652,2,Willow Currie,1991-04-07,Single
1653,7,Sophie Short,1966-04-11,Single
1654,1,Samuel Bowden,1986-06-20,Married
1655,6,Judith Cameron,1981-12-23,Married
1656,3,Melissa Hickey-Lang,1998-02-11,Single
1657,10,Rebecca Burrell,1950-08-31,Single
1658,8,Hazel Dalton,1995-04-17,Married
1659,6,Mereana Morris,1951-04-01,Married
1660,2,Grace Harrison,1988-03-10,Single
1661,7,Alexander McMahon,1985-04-01,Married
1662,2,Samuel Johnston,1973-09-12,Married
1663,4,Peter Carroll,1962-08-10,Single
1664,7,Isabel Jones,1989-03-24,Single
1665,10,Gemma Drake,1975-10-08,Married
1666,7,Roger Berkahn,1983-06-02,Married
1667,9,Sarah Mason,1965-04-16,Single
1668,2,Mikayla Ham-Rowe,1961-10-12,Married
1669,7,Kerry Davis,1997-11-28,Married
1670,5,Ashleigh Dickson,2001-04-21,Married
1671,6,Benjamin Rush,1953-10-12,Married
1672,4,Jesse Gardiner,1980-09-28,Single
1673,6,Linda Craig-Prouse,1984-09-09,Married
1674,3,Tia McIntosh,1978-03-30,Single
1675,2,Sara Turner,1953-07-31,Single
1676,9,Caitlin Marfell,2003-09-04,Single
1677,11,Noah McLean,1947-02-24,Single
1678,2,Tyler Gardiner,1953-01-04,Single
1679,9,Belinda Gardiner,1964-08-20,Single
1680,9,Charlotte Richards,1970-05-31,Married
1681,4,Joseph Flood-Turner,1985-01-20,Married
1682,6,Travis Jenkins,1964-03-21,Married
1683,6,Ryan West,1953-04-03,Married
1684,11,Anita Jones,1977-09-03,Single
1685,3,Luke Bowden-Findlay,1977-04-08,Single
1686,4,Carol Martin-Burgess,1996-10-05,Single
1687,2,Catherine Ireland,1951-01-03,Single
1688,3,Jessica Mason-Black,1981-09-29,Single
1689,5,Paula Freeth,2003-11-10,Married
1690,4,Malcolm McMahon,1993-01-25,Married
1691,3,Melanie Alexander,1950-09-22,Married
1692,10,Lauren Conway-Toms,1980-06-08,Married
1693,3,Kay Smith,1989-09-22,Married
1694,11,William Morgan,1958-12-08,Single
1695,2,Judith Best-Stratford,1972-04-09,Married
1696,3,Joseph Southee,1968-01-24,Single
1697,11,Jamie Gleeson,1966-07-12,Single
1698,8,Benjamin Montgomery-Douglas,1964-05-07,Married
1699,8,Dean Thompson,1965-10-22,Married
1700,10,Anthony Batchelar,1957-04-12,Married
1701,10,Gary Harris,1954-08-16,Married
1702,8,Emily Claridge,1953-02-28,Married
1703,11,David Nelson,1961-01-09,Married
1704,10,Rachael O'Brien,1952-10-05,Single
1705,11,Gordon Simmons,1949-05-20,Married
1706,11,James Mason,1946-03-13,Single
1707,10,Victoria Knowles,1961-09-10,Married
1708,6,Melissa Jackson,1983-08-07,Single
1709,11,Anne Burgess,1958-10-10,Married
1710,6,Lauren Evans,1961-08-12,Married
1711,3,Victoria Cooksley,1947-10-10,Single
1712,8,Victoria Healy,1989-05-15,Married
1713,2,Anthony Blick,1963-07-12,Married
1714,8,Samuel Fisher-Clarke,1987-12-14,Single
1715,8,Sarah Miller-Bell,1981-04-10,Married
1716,11,Gavin Black,1953-04-19,Single
1717,5,Waimarie Aitken,1959-04-12,Married
1718,5,Vicki Ryan,1991-05-07,Single
1719,10,Hemi Tucker-Morgan,1989-12-30,Married
1720,1,Deborah Vincent,1967-04-13,Married
1721,6,Michael Smith,1977-05-11,Married
1722,9,Nathaniel Williamson,1992-04-29,Married
1723,2,Rachel Atkinson,1998-07-04,Single
1724,5,Lance Rickard,2000-06-18,Single
1725,8,Mikayla Clarke,2000-03-28,Single
1726,8,Isabella Gray-Gibbs,1992-05-12,Married
1727,1,John Webby,1975-03-09,Married
1728,1,Peter Holloway,1991-03-30,Married
1729,6,Colleen Pollard,1987-06-24,Single
1730,5,David Cresswell,1969-08-19,Married
1731,2,Joshua Low-Rodgers,1945-06-01,Married
1732,11,Bella Murphy,1978-12-23,Married
1733,2,Liam Herd,1983-06-05,Single
1734,10,Lisa Brown-Jackson,1949-05-10,Single
1735,10,Tony Bond-Burt,1994-07-13,Married
1736,9,Sean Smith,1992-02-02,Married
1737,7,Margaret Read,1975-10-27,Single
1738,8,Melanie Croad,1948-06-17,Married
1739,10,Sarah O'Connor,1953-03-19,Married
1740,9,Karen Price,1996-07-31,Single
1741,1,Andrew Warner,1981-02-28,Married
1742,8,Adrienne Davis,1950-07-01,Single
1743,10,Rawiri Bailey,1991-11-08,Single
1744,11,Thomas Ward,1967-05-02,Married
1745,4,Michael Scott,1977-08-04,Married
1746,6,Mark Poole,1967-09-06,Single
1747,10,Brendon Green,1968-02-14,Married
1748,8,Kim Baker,1949-11-22,Married
1749,9,Maria Bishell-Parsons,1984-04-29,Single
1750,3,Zachary Sixtus,1970-08-12,Married
1751,1,Richard Brown,1999-07-14,Married
1752,8,Gavin Poole,1949-05-29,Single
1753,2,Logan Wallace,1970-11-21,Married
1754,6,Matthew Perry,2003-10-07,Married
1755,2,Alexandra Gill-Leslie,2004-10-22,Single
1756,9,Ashley Stuart-Lawson,1946-09-12,Single
1757,11,Harper Davis,1951-12-02,Single
1758,3,Olivia Howard-Browne,1983-12-09,Married
1759,1,Ella Currie,1994-03-29,Married
1760,4,Christine Martin,1947-12-06,Single
1761,8,George Coleman,1989-04-12,Married
1762,8,Grace Hogg,1997-09-14,Single
1763,9,John Davey,1964-09-26,Married
1764,9,Kelvin Fleming,1954-10-09,Married
1765,10,Justin O'Keefe,2003-05-14,Married
1766,3,Helen Matheson,1988-07-09,Married
1767,6,Hamish Fox,1992-03-17,Married
1768,6,Madeleine Hughes,1984-04-16,Single
1769,5,Maria Pedersen,1955-12-22,Single
1770,7,Sophie Ingram,1978-09-05,Married
1771,7,Michael Rutherford,1976-09-04,Married
1772,6,David Whyte,2000-05-14,Single
1773,11,Deborah Edwards,1945-05-22,Married
1774,10,Ashton Anderson,1952-10-08,Married
1775,1,Jeremy Peters-Landon-Lane,1969-06-03,Married
1776,11,Damon Morris,1959-10-30,Married
1777,11,Gregory Barrett,1957-01-29,Married
1778,6,Cody Allen,1951-10-26,Married
1779,2,Jackson Butcher,1952-06-25,Married
1780,6,Geoffrey Green,2000-01-06,Married
1781,2,Troy McManaway,1987-05-04,Married
1782,9,Brian Gilmore,1953-10-30,Single
1783,11,Kurt Pike,1966-07-26,Married
1784,7,Zoe Jensen,1948-01-28,Single
1785,5,Lucy Sanders-Morrison,1955-01-15,Single
1786,5,Andrew Leslie,2004-04-29,Married
1787,11,Wendy Hogg,1959-03-03,Married
1788,10,Riley Eaton,1986-10-10,Single
1789,3,Justin Wheeler,1988-10-29,Married
1790,6,Jamie Rowe,1957-02-10,Single
1791,2,Kirsten Burton,1978-08-08,Married
1792,10,Mark Collis-Eaton,1989-02-22,Single
1793,11,Darren Cameron,2003-09-02,Married
1794,3,Denise Rush,1970-08-04,Married
1795,6,Tony Boyce,1982-05-25,Single
1796,5,Philip Wallace,1980-03-27,Married
1797,11,Mark Francis,1987-03-14,Married
1798,11,Julie Kelly,1969-12-09,Married
1799,7,Emma Smith,1974-12-27,Single
1800,3,Michael Lucas-Thompson,2002-04-09,Married
1801,10,Leanne Williams,1963-09-28,Single
1802,2,Brian Price,1982-02-01,Married
1803,5,Danielle Patchett,1965-07-13,Married
1804,9,Craig Holmes-Martin,2003-02-11,Single
1805,7,Suzanne Smith,1965-04-23,Single
1806,11,Renee Jamieson,1972-07-17,Married
1807,6,Jonathan Carr,1996-09-22,Single
1808,3,Dianne Baxter,1959-03-19,Married
1809,11,Keith Tait,1996-06-26,Single
1810,11,Helen Thompson,2002-06-27,Single
1811,9,Rebecca Hickey,1959-03-12,Married
1812,2,Sharon Anderson,1954-05-21,Single
1813,11,Geoffrey Eden,1978-12-10,Single
1814,11,Heidi Currie,1991-08-06,Single
1815,7,Rachel Paton,1965-04-27,Single
1816,9,Amanda Tait-Blick,1955-05-23,Married
1817,6,Mary Davey-Stratford,2003-12-05,Married
1818,1,Deborah Olsen,1981-04-20,Married
1819,6,Jonathan Patchett,1975-08-28,Married
1820,5,Benjamin Harris-Simmons,1947-02-10,Single
1821,3,Kathleen Edwards-Brown,1971-03-11,Single
1822,4,David Herd,1949-09-10,Married
1823,6,Isaac Smith,1967-03-02,Single
1824,8,Charlotte Mitchell,1981-06-08,Married
1825,4,Penelope Gordon,2003-11-04,Married
1826,4,Simon Lewis,2000-08-02,Married
1827,3,Charlotte Bird,1966-01-17,Single
1828,3,Joshua Donald,1963-09-04,Single
1829,2,Rawiri Rogers,2001-01-16,Married
1830,5,Samantha Berry-Ingram,2004-10-05,Married
1831,2,Karen Anderson,1951-02-17,Single
1832,9,Helen Cunningham,1998-11-06,Married
1833,9,Margaret Gledhill,1956-11-05,Married
1834,9,Colin Goodwin,1974-05-02,Married
1835,1,Suzanne Edwards,1983-08-17,Single
1836,11,Nicola Jones,2004-03-03,Married
1837,6,Stephen Wilkinson-Donaldson,1949-06-21,Married
1838,10,Thomas Perry,1996-10-10,Single
1839,3,Tane Williams,1952-02-03,Single
1840,10,Jessica Bell,1959-01-16,Single
1841,7,John Williams,1992-03-10,Single
1842,3,Jane Mears,2003-03-02,Single
